scorer,,,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan
bodyparts,,,Ground,Ground,Endpoint,Endpoint,hMax,hMax,vMax,vMax,Joint1,Joint1,Joint2,Joint2,Joint3,Joint3,Bone1,Bone1,Bone2,Bone2,predEndpoint,predEndpoint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,4_3_,img0236.png,883.4609401071455,163.4194131206699,403.1367804058579,155.01730829700392,469.2386169433594,222.9119110107422,812.8743896484375,645.6629028320312,833.246826171875,161.2801055908203,682.2920648772234,139.33001808692026,534.6295724224277,134.44919183664388,764.427734375,151.65126037597656,617.4817504882812,138.19424438476562,467.9310473128893,142.23144991379849
labeled-data,4_3_,img0237.png,882.8162231445312,159.88925170898438,385.13753889918803,133.52021689843133,469.4710998535156,222.9749298095703,813.2299194335938,645.7079467773438,836.2733710799591,160.58414263499878,682.8510274453063,128.36776572391534,535.5335923347207,121.01084999609992,758.728759765625,143.25618141963935,608.8601614114717,119.54466746096837,456.7595710355579,125.91934181210706
labeled-data,4_3_,img0238.png,883.6671142578125,161.71105696316698,403.8032450497499,207.5016370628196,472.137925804405,224.1046194721035,812.9879760742188,645.2522583007812,833.7380981445312,160.8497772216797,674.7953491210938,149.68411254882812,532.9634204654027,166.6739791028216,763.2855224609375,154.067138671875,609.65185546875,151.04977416992188,465.23634777159725,185.23587281329822
labeled-data,4_3_,img0241.png,885.216064453125,160.43690490722656,402.6822204589844,258.89593505859375,,,813.3177490234375,646.0703735351562,835.2257690429688,162.31419372558594,675.5048828125,165.7594757080078,535.2551879882812,203.17098999023438,765.7686157226562,161.28253173828125,609.8037109375,175.6765594482422,464.7244873046875,227.0068817138672
labeled-data,4_3_,img0242.png,885.5440673828125,160.55299377441406,390.17103937853267,207.2834250273005,473.3738461593148,223.66939985603386,813.5372314453125,646.318115234375,835.4874877929688,160.61529541015625,680.5457516768929,149.5991668701172,536.2573216116044,165.98768454715756,763.0988159179688,153.50965881347656,611.911376953125,151.28726196289062,459.6372375488281,184.19749450683594
labeled-data,4_3_,img0244.png,886.4249267578125,160.3074493408203,390.20131542317824,222.2708098418764,473.97048428766215,223.50910044964874,814.9363792840384,645.4020190982152,834.7130737304688,160.57164001464844,680.9203244307992,151.68702958468458,536.1966357974339,170.4437002826504,763.2467651367188,154.37091064453125,610.2887573242188,154.96044921875,465.5799560546875,189.75802612304688
labeled-data,4_3_,img0247.png,885.11865234375,161.07684326171875,400.36419677734375,246.4736328125,,,813.7914428710938,646.265869140625,834.079833984375,162.99346923828125,681.3274678749938,159.45282243136427,536.0382911261179,191.19051280580535,758.5194091796875,158.2155303955078,609.259521484375,170.2379913330078,464.0516052246094,216.98268127441406
labeled-data,4_3_,img0248.png,885.0743408203125,161.2440185546875,401.8762512207031,213.63897705078125,473.0404331838701,223.68623129744628,813.6289672851562,646.2860717773438,833.4869995117188,161.97547912597656,677.4253540039062,154.67913818359375,535.3421799547956,173.46747086886424,761.2462158203125,155.44500732421875,610.9243774414062,156.42930603027344,462.3690490722656,193.12509155273438
labeled-data,4_3_,img0257.png,882.90234375,162.15574645996094,392.71307373046875,241.40786743164062,,,813.5066528320312,646.935791015625,831.3436279296875,163.69491577148438,675.4590454101562,158.65476989746094,532.3981323242188,189.53355407714844,756.3331909179688,158.28111267089844,610.9674682617188,166.82504272460938,461.78515625,211.67572021484375
labeled-data,4_3_,img0258.png,882.9718627929688,162.67970275878906,392.9259338378906,243.2943878173828,,,816.0470749743268,643.9257449051383,831.1282958984375,164.47140502929688,678.5038815597054,162.41345375850653,535.8853759765625,190.9532012939453,760.0152047994657,162.11173949931216,604.3443804328493,170.63175757566856,460.67340087890625,215.63491821289062
labeled-data,4_3_,img0260.png,882.8350830078125,162.71206665039062,391.3709216861058,231.40511141810384,,,813.9940795898438,647.443115234375,831.0194091796875,164.09100341796875,676.7742309570312,157.86367797851562,533.1649169921875,183.7826385498047,760.1129026086185,157.92057738993716,610.98583984375,162.53591918945312,458.67510986328125,205.04788208007812
labeled-data,4_3_,img0261.png,882.4752197265625,162.628662109375,392.0314025878906,227.9876251220703,,,813.8486328125,647.3158569335938,830.2836303710938,163.40493774414062,676.7157592773438,157.67849731445312,533.4015502929688,182.6371612548828,753.9387817382812,157.04586791992188,610.6329956054688,162.3097381591797,458.6478271484375,204.5368194580078
labeled-data,4_3_,img0263.png,883.3173217773438,162.1026611328125,392.62152099609375,239.41082763671875,,,814.3280639648438,647.06298828125,831.7587890625,163.78489685058594,677.9268557978013,159.76529107188503,534.8268432617188,189.12107849121094,758.3199975009202,158.1294270429811,611.1478271484375,167.36114501953125,460.8848876953125,210.2994384765625
labeled-data,4_3_,img0265.png,883.3055419921875,162.0443878173828,392.8851623535156,237.52239990234375,,,814.1815185546875,646.8508911132812,831.9067993164062,163.5196533203125,677.3518676757812,158.62078857421875,534.6398315429688,187.14608764648438,757.8993652871942,160.74664667062825,611.992919921875,164.87294006347656,458.0495300292969,208.82981872558594
labeled-data,4_3_,img0267.png,882.7694091796875,162.31961059570312,393.54656982421875,230.75328063964844,817.8920288085938,646.0614624023438,,,832.3822631835938,163.25332641601562,677.7172241210938,158.36195373535156,534.8941650390625,186.4951934814453,757.0033569335938,157.3637237548828,612.3911743164062,163.98277282714844,458.11676025390625,208.82330322265625
labeled-data,4_3_,img0294.png,888.946533203125,160.0354766845703,397.59231768339936,244.6591994661453,,,819.464599609375,646.18798828125,837.3551220150662,162.73142322935092,677.223388671875,165.81793212890625,536.2588721808054,193.4734133621696,765.3484497070312,162.86692810058594,611.695068359375,173.398681640625,463.6783142089844,219.63095092773438
labeled-data,4_3_,img0295.png,887.179931640625,160.2723846435547,425.59958009111614,332.0959656631099,475.6894284347054,225.9928936215114,820.2139892578125,645.4580078125,834.4319458007812,166.69668579101562,679.2119556216527,195.25759887695312,547.352755905685,252.6550519930166,757.5003051757812,176.04937744140625,609.5603041155355,220.84662348255085,489.0149062345542,287.1208320460822
