scorer,,,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle1_5000
bodyparts,,,Ground,Ground,Ground,Endpoint,Endpoint,Endpoint,hMax,hMax,hMax,vMax,vMax,vMax,Joint1,Joint1,Joint1,Joint2,Joint2,Joint2,Joint3,Joint3,Joint3,Bone1,Bone1,Bone1,Bone2,Bone2,Bone2,predEndpoint,predEndpoint,predEndpoint
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,2cmBones_run_no_0,img0120.png,704.4573974609375,234.7137451171875,0.9955646991729736,351.545654296875,528.2001953125,0.9745254516601562,416.2100830078125,246.43136596679688,0.997115969657898,702.3095703125,591.396484375,0.9990039467811584,624.5755004882812,255.52011108398438,0.9787034392356873,511.1302795410156,319.7904052734375,0.8641469478607178,419.49066162109375,423.3710632324219,0.7219356894493103,570.509033203125,279.4505920410156,0.9826177954673767,457.3788757324219,372.6764831542969,0.8989064693450928,572.0126342773438,282.8464050292969,0.010426044464111328
labeled-data,2cmBones_run_no_0,img2526.png,705.146728515625,240.94976806640625,0.9971576929092407,512.752685546875,586.4544677734375,0.9867686629295349,414.5213317871094,246.85354614257812,0.99544358253479,702.083251953125,591.5087280273438,0.9990712404251099,636.2638549804688,270.87615966796875,0.9689422845840454,548.4453125,356.2032165527344,0.974492609500885,519.0108642578125,473.3473205566406,0.9703041315078735,586.4688720703125,304.7610778808594,0.9821648597717285,523.4505004882812,419.5362548828125,0.9617209434509277,507.36041259765625,587.2881469726562,0.009944386780261993
labeled-data,2cmBones_run_no_0,img0771.png,704.14208984375,235.14215087890625,0.9952351450920105,459.95806884765625,377.99017333984375,0.05166657269001007,416.0814208984375,246.53871154785156,0.9963597655296326,702.2463989257812,591.4700317382812,0.9988911747932434,624.6398315429688,255.74603271484375,0.979622483253479,511.6953125,322.3682556152344,0.895912230014801,422.1737060546875,427.725830078125,0.5462838411331177,570.7144775390625,280.640869140625,0.9787903428077698,385.87054443359375,479.7642517089844,0.9700188040733337,702.0084838867188,232.49424743652344,0.011158651672303677
labeled-data,2cmBones_run_no_0,img0385.png,703.9442138671875,234.95306396484375,0.9956353306770325,352.1988525390625,528.1137084960938,0.9688336253166199,415.5161437988281,246.80062866210938,0.9929496049880981,702.225830078125,591.5259399414062,0.9989259839057922,624.7052612304688,255.27902221679688,0.9738865494728088,510.7497863769531,321.0050354003906,0.8852232098579407,420.05609130859375,423.7074890136719,0.770326554775238,569.4605712890625,280.5317077636719,0.9795210957527161,457.7911071777344,373.60595703125,0.889767587184906,702.0953979492188,232.44717407226562,0.010933815501630306
labeled-data,2cmBones_run_no_0,img2405.png,705.527587890625,240.7713165283203,0.9969626069068909,507.07183837890625,585.5339965820312,0.9695401787757874,414.3815612792969,246.6166534423828,0.9960768818855286,702.0706176757812,591.584228515625,0.9989233613014221,636.7236328125,270.0518493652344,0.9770365357398987,547.4229125976562,357.34661865234375,0.972296416759491,517.5118408203125,473.5045471191406,0.9723250269889832,586.5537719726562,303.87744140625,0.9804257750511169,521.6704711914062,419.078125,0.9637110233306885,507.0442199707031,474.3131408691406,0.011304093524813652
labeled-data,2cmBones_run_no_0,img0536.png,704.1693115234375,235.0486297607422,0.9957444071769714,351.9569396972656,528.2393798828125,0.9719017148017883,415.94158935546875,246.38294982910156,0.9969837069511414,702.3052368164062,591.5533447265625,0.9991697072982788,624.0751953125,255.56951904296875,0.9803224205970764,511.0430908203125,320.5149841308594,0.8429016470909119,419.8253479003906,423.3546447753906,0.764460563659668,570.5601196289062,279.47723388671875,0.9821785092353821,457.0466003417969,373.4997863769531,0.8824173808097839,702.0574340820312,232.5304718017578,0.01060018315911293
labeled-data,2cmBones_run_no_0,img1893.png,705.5902099609375,240.61431884765625,0.9970415234565735,524.1182250976562,590.8726196289062,0.9776941537857056,414.35443115234375,246.689453125,0.9957142472267151,701.995361328125,591.6489868164062,0.9989508390426636,637.81689453125,270.5149230957031,0.9875255823135376,550.535888671875,359.505126953125,0.9731413722038269,522.8961181640625,476.99365234375,0.9551208019256592,589.3605346679688,305.4681396484375,0.9823908805847168,528.056640625,421.44970703125,0.9659563899040222,524.2655639648438,587.1456298828125,0.010890301316976547
labeled-data,2cmBones_run_no_0,img1210.png,704.95361328125,240.64962768554688,0.9972631931304932,473.5880432128906,600.9539184570312,0.966632068157196,415.25750732421875,246.8403778076172,0.9958516359329224,702.1649169921875,591.6707153320312,0.9990461468696594,636.8916625976562,271.746826171875,0.9872181415557861,548.2214965820312,362.3449401855469,0.9474100470542908,505.9742431640625,483.2403869628906,0.9771870970726013,589.48583984375,308.7905578613281,0.9594817757606506,518.1739501953125,429.4324951171875,0.9637394547462463,550.253662109375,363.1734313964844,0.009704946540296078
