scorer,,,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan
bodyparts,,,Ground,Ground,Endpoint,Endpoint,hMax,hMax,vMax,vMax,Joint1,Joint1,Joint2,Joint2,Joint3,Joint3,Bone1,Bone1,Bone2,Bone2,predEndpoint,predEndpoint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,4cmBones_run_no_5,img0023.png,,,390.5898627642091,491.5434974759179,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,501.5287539434639,243.5946489690497,431.76717772480106,355.24556413208455,551.6714931740728,195.92007993424858,464.1175848135643,298.4688000192824,408.95520952656807,420.7127610145478
labeled-data,4cmBones_run_no_5,img0105.png,,,390.5898627642091,491.5434974759179,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,501.5287539434639,243.5946489690497,431.76717772480106,355.24556413208455,551.6714931740728,195.92007993424858,464.1175848135643,298.4688000192824,412.88066680825955,417.76866805327927
labeled-data,4cmBones_run_no_5,img0234.png,,,390.5898627642091,491.5434974759179,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,501.5287539434639,241.52659959388174,432.801202412385,353.1775147569166,551.6714931740728,195.92007993424858,464.1175848135643,298.4688000192824,409.9365738469909,420.71276101454794
labeled-data,4cmBones_run_no_5,img0318.png,,,390.5898627642091,491.5434974759179,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,502.21810373518656,245.3180234483563,432.801202412385,354.21153944450054,551.6714931740728,198.04461442189958,464.1175848135643,298.4688000192824,412.8806668082596,415.80593941243353
labeled-data,4cmBones_run_no_5,img0510.png,,,358.72184544944423,476.2468491648308,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,498.4266798807121,238.42452553112983,413.1547333482895,340.7692185059089,547.8473310963009,194.64535924165799,451.5460257171508,289.04013069697237,389.32792311811045,405.9922962082047
labeled-data,4cmBones_run_no_5,img0600.png,,,356.1724040642631,474.9721284722402,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,496.35863050554406,238.42452553112983,410.0526592855376,340.7692185059089,547.8473310963009,194.64535924165799,448.40313594304746,289.04013069697237,383.4397371955732,401.8561974578688
labeled-data,4cmBones_run_no_5,img0621.png,,,354.8976833716725,473.69740777964955,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,496.35863050554406,238.42452553112983,412.12070866070553,340.7692185059089,548.6971448913614,192.0959178564768,443.6888012818924,287.46868580992066,382.4583728751503,400.98015387176804
labeled-data,4cmBones_run_no_5,img0917.png,,,361.27128683462547,474.54722157470997,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,497.392655193128,239.4585502187138,414.1887580358735,343.8712925686608,552.9462138666634,194.64535924165799,448.40313594304746,293.2306503957768,386.38383015684184,403.60828463007044
labeled-data,4cmBones_run_no_5,img0960.png,,,335.7768729828136,457.1260387759719,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,493.2565564427921,233.25440209320996,403.84851116003375,331.46299631765316,547.8473310963009,192.0959178564768,443.6888012818924,279.6114613746622,372.59206930376047,389.7878110840942
labeled-data,4cmBones_run_no_5,img1020.png,,,349.3738937037799,466.049083624106,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,496.35863050554406,236.35647615596187,410.0526592855376,335.599095067989,547.8473310963009,192.0959178564768,446.8316910559958,282.7543511487656,379.46161954672067,396.65736132705433
labeled-data,4cmBones_run_no_5,img1131.png,,,353.62296267908187,471.14796639446837,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,163.9178967315782,498.08200498485064,237.04582594768453,413.1547333482895,341.8032431934929,548.6971448913614,194.64535924165799,449.4507658677486,286.9448708475701,388.2938984305265,396.65736132705433
labeled-data,4cmBones_run_no_5,img1229.png,,,384.21625930125606,478.7962905500119,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,626.771291664715,159.78179798124228,503.59680331863194,238.42452553112983,429.6991283496331,344.56064236038344,558.0450966370256,193.3706385490674,462.0223249641621,290.611575584024,403.0143632368697,402.54554724959166
labeled-data,4cmBones_run_no_5,img1326.png,,,418.63371800120206,503.0159837092332,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,625.7372669771311,163.9178967315782,509.80095144413576,246.6967230318016,446.2435233509767,362.4837369451724,558.0450966370256,201.01896270461094,470.40336436177114,301.61168979338584,426.5671069270188,423.154197978472
labeled-data,4cmBones_run_no_5,img1526.png,,,359.9965661420348,450.7524353130189,397.28681455543233,120.80580934390476,642.9108352173183,527.2331767105854,623.669217601963,161.84984735641024,499.460704568296,228.0842786552901,417.2908320986254,326.2928728797333,550.3967724814821,185.72231439352385,451.5460257171508,278.0400164876105,382.4057125079893,381.9368965207111
