scorer,,,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan
bodyparts,,,Ground,Ground,Endpoint,Endpoint,hMax,hMax,vMax,vMax,Joint1,Joint1,Joint2,Joint2,Joint3,Joint3,Bone1,Bone1,Bone2,Bone2,predEndpoint,predEndpoint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,3cmBones_run_no_2,img0006.png,743.1225431390178,210.7563781699942,293.0121910063923,505.50300402754,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.7476065984903,224.0415048381226,504.12814208170323,300.8464340281803,384.32576174738597,401.13064821570515,564.1834091510776,260.6828268915648,445.20210405732007,347.8706699964746,335.26204337093804,455.4733898139502
labeled-data,3cmBones_run_no_2,img0044.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.7476065984903,224.0415048381226,504.12814208170323,300.8464340281803,384.32576174738597,401.13064821570515,564.1834091510776,260.6828268915648,442.1000299945681,347.18132020475196,333.32480402174906,452.24465756530196
labeled-data,3cmBones_run_no_2,img0119.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.7476065984903,224.0415048381226,504.12814208170323,300.8464340281803,384.32576174738597,401.13064821570515,564.1834091510776,260.6828268915648,442.1000299945681,350.9727440592265,335.26204337093804,449.0159253166537
labeled-data,3cmBones_run_no_2,img0179.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,634.3322217010334,226.24919728685103,504.12814208170323,300.8464340281803,384.32576174738597,401.13064821570515,562.8226141635274,257.9612369164644,442.1000299945681,350.9727440592265,336.5535362703972,456.7648827134095
labeled-data,3cmBones_run_no_2,img0182.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,634.3322217010334,226.24919728685103,504.12814208170323,300.8464340281803,384.32576174738597,401.13064821570515,562.8226141635274,257.9612369164644,439.6873057235389,350.9727440592265,335.26204337093804,454.18189691449084
labeled-data,3cmBones_run_no_2,img0208.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,634.8841448132156,223.48958172594052,504.12814208170323,300.8464340281803,384.32576174738597,401.13064821570515,562.8226141635274,257.9612369164644,441.06600530698415,348.90469468405854,335.26204337093804,452.89040401503155
labeled-data,3cmBones_run_no_2,img0233.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.0117091155809,224.0415048381226,502.7673470941531,300.8464340281803,384.32576174738597,401.13064821570515,562.8226141635274,257.9612369164644,438.99795593181625,352.0067687468105,332.6790575720195,461.9308543112467
labeled-data,3cmBones_run_no_2,img0277.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.0117091155809,224.0415048381226,502.7673470941531,300.8464340281803,386.53345419611435,401.6825713278872,562.8226141635274,257.9612369164644,438.99795593181625,348.90469468405854,335.26204337093793,459.99361496205773
labeled-data,3cmBones_run_no_2,img0414.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.0117091155809,224.0415048381226,502.7673470941531,300.8464340281803,386.53345419611435,401.6825713278872,562.8226141635274,257.9612369164644,438.99795593181625,348.90469468405854,338.4907756195862,456.11913626367976
labeled-data,3cmBones_run_no_2,img0634.png,743.1225431390178,210.7563781699942,294.9494303555813,506.7944969269993,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.0117091155809,224.0415048381226,502.7673470941531,300.8464340281803,386.53345419611435,401.6825713278872,562.8226141635274,257.9612369164644,438.99795593181625,348.90469468405854,339.1365220693159,457.4106291631391
labeled-data,3cmBones_run_no_2,img0676.png,743.1225431390178,210.7563781699942,300.7611484031481,512.6062149745661,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.0117091155809,224.0415048381226,502.7673470941531,300.8464340281803,389.2930697570249,402.23449444006934,563.2762124927108,255.92004443513906,440.0319806194002,349.9387193716425,337.19928272012703,456.1191362636798
labeled-data,3cmBones_run_no_2,img0937.png,743.1225431390178,210.7563781699942,314.3218238474708,526.1668904188887,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.0117091155809,224.0415048381226,505.48893706925344,304.02162233246406,399.779608888485,410.51334112280097,565.5442041386278,261.3632243853399,447.270153432488,360.2789662474823,350.7599581644496,473.55429040638035
labeled-data,3cmBones_run_no_2,img1127.png,743.1225431390178,210.7563781699942,331.7569779901713,531.9786084664556,338.2971191726367,229.08952784620243,676.3637628164126,631.9296403864394,638.0117091155809,228.45688973557947,509.3445228673124,310.8255972702151,412.4738404686734,424.3114189273536,568.9461916075034,265.44560934799046,455.5423509331598,368.55116374815407,366.25787295796124,477.4287691047582
