scorer,,,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle3_14000
bodyparts,,,Ground,Ground,Ground,Endpoint,Endpoint,Endpoint,hMax,hMax,hMax,vMax,vMax,vMax,Joint1,Joint1,Joint1,Joint2,Joint2,Joint2,Joint3,Joint3,Joint3,Bone1,Bone1,Bone1,Bone2,Bone2,Bone2,predEndpoint,predEndpoint,predEndpoint
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,4_3_,img2016.png,883.9791870117188,136.3710479736328,0.6824244260787964,84.96285247802734,381.8139953613281,0.027864664793014526,483.5428161621094,190.19891357421875,0.6498316526412964,482.2943420410156,187.84735107421875,0.07613246142864227,841.3994140625,157.8076629638672,0.9802318811416626,797.2835693359375,202.4822540283203,0.003489146241918206,843.1790161132812,157.99984741210938,0.01213235966861248,794.947021484375,206.91488647460938,0.16788189113140106,485.3463134765625,189.25131225585938,0.005428507924079895,799.176513671875,204.38897705078125,0.09314698725938797
labeled-data,4_3_,img0430.png,769.2171020507812,160.98841857910156,0.7643712759017944,683.338623046875,154.87254333496094,0.013159732334315777,619.2821655273438,177.31637573242188,0.0073678093031048775,482.29693603515625,228.3546142578125,0.007427135016769171,547.3609008789062,201.75001525878906,0.9376091361045837,548.0665893554688,200.35948181152344,0.03094332665205002,547.771240234375,202.3856964111328,0.42424413561820984,478.04803466796875,231.1532745361328,0.07872240245342255,623.3096313476562,176.27020263671875,0.2285708338022232,483.56158447265625,230.45237731933594,0.22699832916259766
labeled-data,4_3_,img1016.png,779.5865478515625,190.43682861328125,0.4464173913002014,554.2509765625,431.6106262207031,0.37533995509147644,496.961669921875,217.3399200439453,0.2800193428993225,618.7095947265625,315.1519470214844,0.0036356309428811073,847.6220092773438,170.48667907714844,0.9678720235824585,713.443603515625,225.71014404296875,0.10778382420539856,622.8026123046875,320.352783203125,0.7094854116439819,662.6649780273438,269.737548828125,0.6942473649978638,662.116943359375,269.54962158203125,0.23710167407989502,585.7221069335938,373.74322509765625,0.5470702052116394
labeled-data,4_3_,img2212.png,882.6840209960938,132.76547241210938,0.7018529772758484,86.2599105834961,397.9136047363281,0.08705424517393112,481.7010803222656,193.4076385498047,0.7046713829040527,481.34027099609375,189.2900848388672,0.009909945540130138,838.111328125,152.53524780273438,0.9900082349777222,795.232177734375,201.62420654296875,0.006270844489336014,410.5194091796875,174.55857849121094,0.008865587413311005,798.99267578125,196.76510620117188,0.12181229889392853,1007.1461791992188,267.46966552734375,0.0057100942358374596,801.18603515625,196.06646728515625,0.05265501141548157
labeled-data,4_3_,img0473.png,771.9456787109375,155.4255828857422,0.978929340839386,1101.091552734375,254.2716522216797,0.010432569310069084,621.8775024414062,172.45941162109375,0.01291707344353199,625.16259765625,171.38604736328125,0.005314269568771124,690.7244262695312,157.9441375732422,0.9479260444641113,550.5744018554688,195.63986206054688,0.026569010689854622,549.984375,197.77598571777344,0.609703779220581,624.7481689453125,170.55325317382812,0.18020419776439667,624.392822265625,170.53976440429688,0.3047899007797241,625.6644287109375,171.55343627929688,0.1315569430589676
labeled-data,4_3_,img1902.png,893.4155883789062,140.83099365234375,0.4737171530723572,98.42607879638672,383.4022521972656,0.05012039467692375,495.0699768066406,196.41366577148438,0.40101176500320435,494.1252136230469,194.8073272705078,0.00763257872313261,847.3851928710938,155.95565795898438,0.9770085215568542,744.695556640625,253.40673828125,0.059323105961084366,742.8037719726562,254.1762237548828,0.10809308290481567,786.0718994140625,200.1110076904297,0.21491387486457825,497.0157775878906,193.98606872558594,0.007200496271252632,790.1336669921875,198.51165771484375,0.04416883364319801
labeled-data,4_3_,img2192.png,878.9456787109375,132.21826171875,0.7155014872550964,85.00894927978516,396.6759948730469,0.010297326371073723,479.6694030761719,193.15650939941406,0.321002334356308,478.94781494140625,189.23495483398438,0.009523622691631317,834.4285888671875,151.89976501464844,0.9945922493934631,793.642333984375,200.6588897705078,0.0043978383764624596,835.5343627929688,151.31320190429688,0.009002628736197948,799.2218017578125,191.25094604492188,0.20784421265125275,1004.60205078125,265.9496765136719,0.013473313301801682,796.045654296875,195.563720703125,0.05072283744812012
labeled-data,4_3_,img1544.png,894.0549926757812,145.2215118408203,0.5582159757614136,83.81484985351562,374.2012939453125,0.020108897238969803,493.1735534667969,196.88909912109375,0.47868919372558594,492.1656494140625,194.74119567871094,0.014524169266223907,846.6014404296875,165.43675231933594,0.9876281023025513,753.4859619140625,269.0511474609375,0.0142110176384449,847.52490234375,165.28309631347656,0.03045349195599556,787.8682250976562,214.08999633789062,0.18289028108119965,494.721923828125,195.56578063964844,0.005639399867504835,802.4835205078125,200.48147583007812,0.08615294098854065
