scorer,,,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan
bodyparts,,,Ground,Ground,Endpoint,Endpoint,hMax,hMax,vMax,vMax,Joint1,Joint1,Joint2,Joint2,Joint3,Joint3,Bone1,Bone1,Bone2,Bone2,predEndpoint,predEndpoint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1cmBones_run_no_9,img0028.png,699.4622114041242,186.67486675514706,387.63179887088523,462.68216846469085,411.8782818337468,185.63275639865526,677.2643627575903,524.3719686759096,645.1680624059313,197.22146752853502,545.0773318064539,253.82791504868806,447.02822386898026,351.98959063684117,603.8188690576231,213.0450351444665,492.91816880224155,303.55020431839864,409.92670123535856,410.3377788178492
labeled-data,1cmBones_run_no_9,img0129.png,694.363328633762,189.22430814032825,383.7573201725074,470.3304926202344,412.43020494592895,191.70391063265845,677.2643627575903,528.5658563626585,644.6061769905451,198.87077849804967,544.2275180113935,257.65207712645986,444.9036893813293,359.63791479238466,599.9947069798513,219.4186386074195,492.91816880224155,306.09964570357977,407.98946188617,414.21225751622706
labeled-data,1cmBones_run_no_9,img0161.png,692.6637010436411,190.49902883291884,387.6317988708853,472.2677319694234,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,646.543416339734,196.93353914886072,546.1647573605824,257.60176050585363,447.02822386898026,362.1873561775659,601.2694276724419,218.1439179148289,492.91816880224155,306.09964570357977,413.80117993373665,414.21225751622717
labeled-data,1cmBones_run_no_9,img0179.png,692.6637010436411,190.49902883291884,387.01959683489304,470.3304926202344,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,644.6061769905451,198.8707784980497,545.1276484270601,256.27672319265696,447.02822386898026,358.78810099732425,598.7199862872608,218.1439179148289,491.643448109651,307.3743663961704,409.9267012353589,414.21225751622706
labeled-data,1cmBones_run_no_9,img0324.png,692.6637010436411,190.49902883291884,387.6317988708853,470.3304926202344,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,646.543416339734,200.80801784723863,549.0021271254377,255.66452115666476,449.5776652541614,358.78810099732425,598.7199862872608,220.6933593000101,492.91816880224155,309.92380778135157,407.98946188616986,416.7952433151457
labeled-data,1cmBones_run_no_9,img0522.png,692.6637010436411,190.49902883291884,387.5814822502791,475.42937539059676,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,648.480655688923,196.93353914886075,547.0648877762488,255.6645211566647,450.85238594675195,358.78810099732425,599.9947069798513,219.4186386074195,490.9540885883406,308.64909034281743,411.8639405845477,416.7952433151457
labeled-data,1cmBones_run_no_9,img0672.png,692.6637010436411,190.49902883291884,392.68036502064155,477.97881677577794,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,651.6926157307025,197.78335294392113,546.4023691196506,261.4762392042316,450.85238594675195,363.46207687015647,605.0935897502137,219.4186386074195,491.64343838006323,310.71713971798533,417.6756586321146,418.7324826643347
labeled-data,1cmBones_run_no_9,img0839.png,692.6637010436411,190.49902883291884,395.28012302642884,479.25353746836856,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,647.8181370323247,199.67027567250395,548.3396084688396,257.97635078277784,455.9512687171143,367.28623894792827,601.2694276724419,219.4186386074195,494.7455124428152,311.75116440556934,417.67565863211456,422.60696136271264
labeled-data,1cmBones_run_no_9,img0896.png,692.6637010436411,190.49902883291884,397.2173623756178,479.25353746836856,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,649.7553763815137,199.05807363651172,543.8026111138633,262.70064327621606,455.9512687171143,367.28623894792827,602.5441483650326,219.4186386074195,494.7455124428152,313.8192137807373,417.67565863211456,422.6069613627126
labeled-data,1cmBones_run_no_9,img1117.png,692.6637010436411,190.49902883291884,453.9172748855961,507.90959474135377,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,648.480655688923,202.93255233488964,556.6001346603754,274.1731295095314,486.5445653392886,391.50593210714953,606.3683104428043,224.51752137778186,516.4600308820787,330.36360878208086,466.10664236183834,447.7910729021689
labeled-data,1cmBones_run_no_9,img1161.png,692.6637010436411,190.49902883291884,453.9172748855961,509.84683409054276,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,649.7553763815137,200.99531298570065,551.4509352694068,274.2234461301375,482.7204032615168,387.68177002937773,607.643031135395,223.24280068519127,511.6345823400202,327.261534719329,462.2321636634605,453.6027909497358
labeled-data,1cmBones_run_no_9,img1594.png,692.6637010436411,190.49902883291884,462.79000311312416,514.9457168609051,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,647.1556183757262,201.6075150216929,554.0003766545881,278.0476082079093,494.2432061154383,390.2312114145589,607.643031135395,225.79224207037245,517.4940555696627,332.4316581572489,473.85559975859417,451.6655516005468
labeled-data,1cmBones_run_no_9,img1621.png,692.6637010436411,190.49902883291884,456.46671627077734,511.7840734397316,411.5103330922921,192.25583374484054,677.2643627575903,529.4046339000083,649.0928577249151,201.6075150216929,556.5498180397692,279.3223289004999,489.09400672446975,387.68177002937773,607.643031135395,227.06696276296304,515.7706810903561,330.36360878208086,468.04388171102727,451.6655516005469
