scorer,,,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan
bodyparts,,,Ground,Ground,Endpoint,Endpoint,hMax,hMax,vMax,vMax,Joint1,Joint1,Joint2,Joint2,Joint3,Joint3,Bone1,Bone1,Bone2,Bone2,predEndpoint,predEndpoint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,3.5cmBones_run_no_9,img0006.png,606.6274585246871,271.1119834207145,227.27017698043176,469.0362350030721,334.2419732413452,294.8514030823168,601.8143015659521,636.3562093593919,544.8259398775957,268.5013488002685,419.177818421549,301.91968798503603,307.7405909017977,374.6105585213217,483.79738517956446,280.1752300721615,360.6576685820988,336.74441997057767,258.97299947038465,423.2197460309645
labeled-data,3.5cmBones_run_no_9,img0040.png,607.0523654222172,271.1119834207145,227.82936200533163,469.87501254042184,334.7938963535273,297.0590955310452,601.8143015659521,636.3562093593919,544.8259398775957,268.5013488002685,419.177818421549,301.91968798503603,310.1322577212535,375.53043037495854,483.79738517956446,280.1752300721615,360.6576685820988,338.42197504527724,262.84747816876256,422.57399958123483
labeled-data,3.5cmBones_run_no_9,img0074.png,607.0523654222172,271.1119834207145,227.82936200533163,469.87501254042184,334.7938963535273,297.0590955310452,601.8143015659521,636.3562093593919,544.1455423838206,270.5425412815938,418.7242200923656,303.0536838079945,308.4764883847072,375.16248163350383,483.79738517956446,280.1752300721615,359.81889104474897,339.26075258262705,260.9102388195735,419.3452673325866
labeled-data,3.5cmBones_run_no_9,img0095.png,607.0523654222172,271.1119834207145,228.10895451778157,471.55256761512146,334.7938963535273,297.0590955310452,601.8143015659521,636.3562093593919,544.8259398775957,267.8209513064934,418.7242200923656,303.0536838079945,307.37264216034293,377.37017408223227,483.79738517956446,280.1752300721615,358.1413359700494,341.77708519467643,262.84747816876256,419.34526733258656
labeled-data,3.5cmBones_run_no_9,img0190.png,607.0523654222172,271.1119834207145,227.27017698043176,469.0362350030721,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,546.867132358921,268.9549471294519,419.8582159153241,303.0536838079945,307.37264216034293,376.81825097005014,483.79738517956446,282.6915626842109,357.3025584326996,338.42197504527724,260.91023881957364,421.28250668177554
labeled-data,3.5cmBones_run_no_9,img0392.png,607.0523654222172,271.1119834207145,229.5069170800312,471.55256761512146,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,546.867132358921,268.9549471294519,418.7242200923656,303.0536838079945,307.37264216034293,375.7144047456859,483.79738517956446,279.33645253481177,357.3025584326996,339.26075258262705,262.8474781687625,423.2197460309645
labeled-data,3.5cmBones_run_no_9,img0539.png,607.0523654222172,271.1119834207145,256.62739078767447,498.95263383521467,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,546.867132358921,268.9549471294519,425.5281950301166,315.52763786053805,322.0905918185325,397.60735486224286,484.6361627169142,285.2078952962603,366.52911134354736,355.1975257922731,279.6368858617335,448.4038575704208
labeled-data,3.5cmBones_run_no_9,img0954.png,607.0523654222172,271.1119834207145,263.05801857402287,500.9097814223642,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,544.3723415484124,268.9549471294519,425.5281950301166,315.52763786053805,322.2745661892599,404.2304322084281,487.1524953289636,287.44463539585973,371.2821840551961,352.74091789410545,280.2826323114631,454.21557561798767
labeled-data,3.5cmBones_run_no_9,img1059.png,607.0523654222172,271.1119834207145,269.7682388728212,509.0179642834122,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,544.8259398775957,271.2229387753689,426.6621908530751,318.24922783563846,329.4194170391432,406.1902802778417,487.1524953289636,290.24056052035905,371.2821840551961,361.0689685537216,292.55181485632636,458.0900543163656
labeled-data,3.5cmBones_run_no_9,img1066.png,607.0523654222172,271.1119834207145,271.8857958699966,511.1945674192737,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,544.8259398775957,271.67653710455227,427.3425883468502,316.88843284808826,330.33928889278,405.08643405347743,486.5933103040637,290.24056052035905,370.72299903029625,364.4240787031208,293.84330775578576,460.0272936655545
labeled-data,3.5cmBones_run_no_9,img1165.png,607.0523654222172,271.1119834207145,311.30834012543687,545.5844464506151,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,546.867132358921,272.5837337629191,436.1877557659265,331.8571777111405,351.96272284440784,434.6909016836602,489.948420453463,296.1120032818076,391.4128449515912,384.55473959951587,326.7763766919979,491.0231232525777
labeled-data,3.5cmBones_run_no_9,img1194.png,607.0523654222172,271.1119834207145,307.9532299760377,543.9068913759156,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,546.4135340297375,272.5837337629191,437.0949524242933,328.45519024226496,350.3069535078615,426.41205500092855,490.78719799081273,294.434448207108,387.49854977729217,381.1996294501167,324.8391373428089,484.5656587552812
labeled-data,3.5cmBones_run_no_9,img1274.png,607.0523654222172,267.2878213429428,364.82349292126935,577.4644434295822,334.7938963535273,297.0590955310452,601.8143015659521,633.2222562926252,546.4135340297375,274.3981270796527,446.62051733714475,340.70234513021677,385.44605831678905,454.00821061003387,494.70149316511186,298.62833589385696,408.188395698587,398.8139577344623,371.97862817307333,516.207234792034
