scorer,,,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan
bodyparts,,,Ground,Ground,Endpoint,Endpoint,hMax,hMax,vMax,vMax,Joint1,Joint1,Joint2,Joint2,Joint3,Joint3,Bone1,Bone1,Bone2,Bone2,predEndpoint,predEndpoint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1_0,img0101.png,904.3192632323585,143.60609965608487,455.6135364244904,370.2627963858914,465.1327209472656,204.1550750732422,804.938238536382,629.4694027294889,843.8453796992003,154.4313533151533,716.4330931934812,194.65026043060928,580.6002600597302,271.98252830243945,790.8973095678854,167.67464397553118,646.470839457025,231.33116149902344,512.46630859375,321.0597839355469
labeled-data,1_0,img0162.png,908.8070477589703,153.0011345275662,460.704000954635,372.40276564204567,474.480574564447,207.93423461914062,811.6945030743267,635.2785737063278,849.6082581171689,157.06598161105177,721.2864594507288,196.71523756872838,582.5699229799284,273.77168756946486,789.3609014841898,171.51251934174215,649.1624535027885,233.74592851046583,517.3927807064723,325.8628819143389
labeled-data,1_0,img0240.png,908.1828159204235,154.21743329801757,427.63529055375335,268.97263893103394,,,820.4529226980419,642.2839416690911,859.2452665398343,154.83274956533788,732.7649256951395,159.78266239819823,573.5066815106317,199.73729425891796,812.7431996314846,153.9937420575068,651.9068187924098,177.84078718777639,497.2348229403732,232.13706580299387
labeled-data,1_0,img0313.png,910.3518196609343,162.57207845749218,441.9038705445405,308.4882581114596,480.9103804645134,223.7042481679317,820.246468232482,643.8308242462009,859.9817912715569,159.74641234559274,736.2052569318121,172.0969752028672,582.9261631038105,227.5461931846992,813.0458145433175,163.22933553757028,658.05506797265,195.4010772705078,508.9195407970665,265.3169737349825
labeled-data,1_0,img0328.png,912.1193614410726,162.772227993625,447.7016422088732,306.55400340332284,481.8632065661237,223.0830841064453,820.9881921415265,643.6921397195573,863.4739645098443,162.25939496793944,736.8395859529459,174.0288049157949,583.7720493342792,226.78411083090725,816.7089004808176,161.64404151385645,659.9453904040142,195.5670623779297,511.17393793546205,263.9592798089249
labeled-data,1_0,img0473.png,913.1323061084887,158.60035560077048,453.18339070300146,303.5541917230826,481.35070540066704,220.3812255859375,819.3055211350235,650.2203487744107,867.0796982576333,158.37858880665917,748.5572518921967,171.37929071095607,601.2882060213688,222.43986357596881,820.869161932272,161.66245626510934,668.8117402806848,194.5497257864092,521.8078633299872,263.91391282189664
labeled-data,1_0,img0586.png,909.7062937535911,162.9405585084394,480.67985496259575,357.188850594874,480.9729919433594,222.95774841308594,815.2915594013463,647.7862209667936,866.5847888658967,163.18390230109475,743.3271257336493,183.57653256900483,604.5780944901311,259.62333448748836,819.1508038966047,166.05028086407495,675.6323995156188,217.2484893798828,540.6057466283412,309.8941371286299
labeled-data,1_0,img0949.png,914.7261458222455,134.18392837254976,511.31114480382746,329.9122854272002,478.04974365234375,198.1748046875,815.9637953979926,633.7113025355583,868.1701238357706,134.65887267274118,761.2092117865241,149.80395002671855,626.3043849313642,219.4213104248047,831.4449442872004,137.10340513552143,689.0283397885036,179.34967301730174,556.563099317697,277.4694209211925
labeled-data,1_0,img1108.png,907.7002468347084,118.8633577359873,623.5977925820251,424.08537591603414,476.9291076660156,184.8163604736328,816.6316810296873,617.6308023787556,869.8509515277359,120.67068152058194,761.9754049736506,157.0397708522821,671.7965087890625,276.6673278808594,824.8074049379045,130.26486214198914,714.5074995027823,205.1580609656914,644.6269365664926,344.990736297261
labeled-data,1_0,img1227.png,908.1154352649611,106.30227998664157,776.1485985223196,497.53646145259086,474.4097237896153,178.6306610107422,815.8360383873794,607.6972264946901,865.1829337074975,116.49914443700285,778.6960266718565,183.5937917143281,744.852157829391,333.3228184564769,824.1942589491199,134.2665521896199,750.6557032907393,254.620491219874,756.3441015731012,421.34325976691076
labeled-data,1_0,img1243.png,903.2741240640655,106.39848925882615,794.9649606060216,503.76924171709175,467.1077354852103,178.80702209472656,809.6830807784554,606.8894653320312,862.2400797929563,114.85314458385545,773.4314860429565,187.27969958597458,753.0361989376081,344.83384325206276,822.6621678030108,135.38134765625,751.4852570999784,259.27672434330685,769.0356684456675,419.9999519709084
labeled-data,1_0,img1354.png,903.9863406952013,100.22269535718257,764.2904247494411,501.1484609643095,464.92181396484375,172.51962280273438,810.9696382299036,602.8645629882812,858.3710222862617,112.8589377094082,773.3511858604805,183.02703673524118,739.3992322138525,340.6165122885279,817.6394874151804,133.19996382351854,751.145432825982,253.90468715553044,747.8784564243946,421.8359217786998
labeled-data,1_0,img1435.png,908.535474601266,80.73883547805555,543.9984584782208,342.82695306447164,467.4015587273978,162.46641540527344,816.4748495273191,593.2214217198523,864.9751697252717,84.37194437219037,747.3111385110178,113.4613190511688,628.2069027394115,201.25991299859962,821.2630927937654,89.65347122429756,681.9583298571393,156.8566436767578,579.9437061099339,270.059092459832
labeled-data,1_0,img1514.png,910.5992505199728,67.52509886903024,679.6306437578002,435.4935127915869,471.78081753961527,151.0023193359375,820.6887611683408,579.9609441460574,868.0166336087049,73.17005552614641,769.6205599212913,130.58549093307806,703.0363554906776,272.001705830261,823.973063554564,87.76386886580646,733.2240111435308,194.9727240649406,690.2491366155663,356.3194913537356
