scorer,,,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan,Nathan
bodyparts,,,Ground,Ground,Endpoint,Endpoint,hMax,hMax,vMax,vMax,Joint1,Joint1,Joint2,Joint2,Joint3,Joint3,Bone1,Bone1,Bone2,Bone2,predEndpoint,predEndpoint
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1cmBones_run_no_7,img0005.png,700.7125348532772,180.9343874985927,464.1695733499908,502.876704601494,414.81725069971037,181.89947668762528,675.7831504644586,523.7749134128265,644.7963030235668,202.75103036164177,557.1873991975062,274.4337541426721,489.5764358082012,382.5597928014804,608.8890903774045,221.3589608268258,521.329783948715,324.92416600719713,474.4414366161696,446.7933581439287
labeled-data,1cmBones_run_no_7,img0063.png,696.9211109988026,186.1045109365126,462.5819791978489,509.00028204546993,413.0264203758436,193.24140207211462,676.6785656263919,526.4611588986266,642.5886105748383,207.53436400055335,553.8322890481071,281.9827519788202,487.8988660392312,388.1277182551679,603.4459104272037,227.4825382708017,518.2277098859631,332.5070137161463,470.5669579177917,451.31358329203624
labeled-data,1cmBones_run_no_7,img0080.png,696.9211109988026,186.1045109365126,461.44798337489044,508.3198845516948,413.0264203758436,190.10744900534783,676.6785656263919,528.5504609431378,640.932841238292,209.92603082000915,553.8322890481071,277.78886429207125,487.3396810143314,387.28894071781815,603.4459104272037,227.4825382708017,518.2277098859631,332.5070137161463,474.4414366161696,450.6678368423066
labeled-data,1cmBones_run_no_7,img0087.png,696.9211109988026,186.1045109365126,461.44798337489044,508.3198845516948,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,640.932841238292,209.92603082000915,552.4343264858574,281.1439744414704,487.3396810143314,387.28894071781815,603.4459104272037,227.4825382708017,517.1936851983792,332.5070137161463,472.50419726698067,454.54231554068446
labeled-data,1cmBones_run_no_7,img0256.png,696.9211109988026,186.1045109365126,461.44798337489044,508.3198845516948,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,639.8289950139279,208.82218459564496,551.3159564360577,283.3807145410699,487.3396810143314,387.28894071781815,603.4459104272037,227.4825382708017,511.33421196873655,327.3368902782264,474.44143661616954,452.6050761914955
labeled-data,1cmBones_run_no_7,img0533.png,696.9211109988026,186.1045109365126,461.44798337489044,508.3198845516948,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,639.8289950139279,208.82218459564496,552.1547339734075,279.4664193667709,487.3396810143314,387.28894071781815,603.4459104272037,227.4825382708017,514.0916111356272,331.4729890285623,472.5041972669806,453.25082264122517
labeled-data,1cmBones_run_no_7,img0721.png,696.9211109988026,186.1045109365126,460.5407867165236,508.3198845516948,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,639.8289950139279,206.61449214691652,554.6710665854569,282.5419370037201,489.5764211139308,391.4828284045671,603.4459104272037,227.4825382708017,516.1596605107951,332.5070137161463,470.5669579177917,457.1253013396031
labeled-data,1cmBones_run_no_7,img0749.png,696.9211109988026,186.1045109365126,449.654426816122,498.7943196388434,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,641.484764350474,208.82218459564496,552.9935115107573,276.9500867547215,487.3396810143314,386.45016318046834,603.4459104272037,223.40015330815112,512.0235617604593,324.2348162154745,462.81800052103586,446.7933581439287
labeled-data,1cmBones_run_no_7,img0994.png,696.9211109988026,186.1045109365126,404.0677947331902,474.98040735671486,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,643.1405336870205,202.19910724945964,547.9608462866586,260.17453600772564,462.73553991873746,364.6419472093737,611.3838811879132,214.5549858890748,503.06201446806483,311.8265199644668,427.9476922356348,424.1922324033909
labeled-data,1cmBones_run_no_7,img1024.png,696.9211109988026,186.1045109365126,407.46978220206574,479.7431898131406,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,643.1405336870205,202.19910724945964,547.9608462866586,264.3684236944746,462.73553991873746,367.9970573587729,606.6210987314875,217.9569733579503,503.06201446806483,311.8265199644668,433.75941028320165,423.5464859536613
labeled-data,1cmBones_run_no_7,img1043.png,696.9211109988026,186.1045109365126,446.2524393472464,500.8355121201687,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,643.6924567992025,207.53436400055335,551.3159564360577,274.99293916757193,478.6723131283835,386.1705706680184,607.9818937190377,225.2145466248847,515.1256358232112,329.06026475753305,457.006282473469,448.73059749311767
labeled-data,1cmBones_run_no_7,img1058.png,696.9211109988026,186.1045109365126,408.15017969584085,481.7843822944659,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,643.6924567992025,204.9587228103702,547.9608462866586,265.20720123182434,462.73553991873746,365.4807247467235,606.1675004023041,218.6373708517254,501.68331488461945,311.8265199644668,431.82217093401266,425.4837253028502
labeled-data,1cmBones_run_no_7,img1107.png,696.9211109988026,186.1045109365126,462.5819791978489,512.1754703497537,413.0264203758436,192.6444586308257,677.1262732073586,528.9981685241045,643.1405336870205,204.9587228103702,552.9935115107573,273.59497660532224,492.93153126333,388.1277182551679,606.6210987314875,228.6165340937602,521.329783948715,331.4729890285623,474.44143661616954,458.41679423906237
