scorer,,,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000,DLC_effnet_b0_AllBones_JointLabelsMay30shuffle4_16000
bodyparts,,,Ground,Ground,Ground,Endpoint,Endpoint,Endpoint,hMax,hMax,hMax,vMax,vMax,vMax,Joint1,Joint1,Joint1,Joint2,Joint2,Joint2,Joint3,Joint3,Joint3,Bone1,Bone1,Bone1,Bone2,Bone2,Bone2,predEndpoint,predEndpoint,predEndpoint
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,2_0,img0209.png,932.3777465820312,82.13174438476562,0.9971633553504944,434.2004699707031,252.26393127441406,0.17938092350959778,491.9753723144531,216.34890747070312,0.008789367973804474,813.1887817382812,585.8392944335938,0.9998898506164551,863.9833984375,89.97979736328125,0.9951820969581604,705.6714477539062,120.08308410644531,0.9737866520881653,556.6622924804688,179.8294677734375,0.9757668375968933,791.410400390625,101.56982421875,0.9111508727073669,628.945068359375,143.87728881835938,0.999648928642273,491.855712890625,214.24502563476562,0.26235678791999817
labeled-data,2_0,img0267.png,917.2432861328125,82.67552947998047,0.9984601736068726,427.05731201171875,236.85421752929688,0.20846723020076752,774.4876098632812,197.85519409179688,0.00928464438766241,803.20947265625,593.0640869140625,0.99992835521698,851.2007446289062,90.6196517944336,0.9969744682312012,695.9174194335938,111.98858642578125,0.982161283493042,547.29833984375,168.09341430664062,0.9857158064842224,777.8887329101562,96.0291976928711,0.9216265678405762,619.9649047851562,132.7592315673828,0.9996880292892456,481.5907897949219,203.50634765625,0.3385770916938782
labeled-data,2_0,img0268.png,917.2235107421875,83.78034973144531,0.9981649518013,427.2754821777344,236.10580444335938,0.3567154109477997,840.9700927734375,93.01416015625,0.008705530315637589,802.76513671875,593.5283203125,0.9999322891235352,850.62646484375,91.2004623413086,0.9962228536605835,696.126953125,112.3873519897461,0.9828133583068848,547.5936279296875,168.12704467773438,0.9770073890686035,777.3983154296875,97.08612060546875,0.9403160214424133,620.1406860351562,133.49517822265625,0.9996147155761719,481.9539489746094,203.42684936523438,0.45917242765426636
labeled-data,2_0,img0269.png,916.9589233398438,85.17525482177734,0.9973350167274475,427.7373962402344,236.56983947753906,0.42947453260421753,777.7490234375,101.62525939941406,0.009187575429677963,802.2113037109375,594.4346923828125,0.9999369382858276,850.5608520507812,92.85256958007812,0.9960899949073792,696.3836669921875,112.95953369140625,0.9825345873832703,547.3805541992188,168.7421112060547,0.9736653566360474,777.6316528320312,98.26677703857422,0.9400035738945007,619.90625,133.85816955566406,0.9995410442352295,482.02215576171875,203.27880859375,0.5216025114059448
labeled-data,2_0,img0272.png,915.525390625,86.60987091064453,0.9971529245376587,426.16351318359375,236.3621063232422,0.6022909283638,775.1537475585938,103.17819213867188,0.009956544265151024,800.96337890625,595.2963256835938,0.9999220371246338,848.7720947265625,94.62767028808594,0.9920418858528137,694.6766967773438,113.9521484375,0.9805903434753418,545.2258911132812,167.67466735839844,0.9529291987419128,776.2332763671875,100.334716796875,0.919063925743103,619.0296630859375,133.8886260986328,0.999234676361084,480.80267333984375,201.1868438720703,0.416046679019928
labeled-data,2_0,img0273.png,915.2129516601562,86.56097412109375,0.9971554279327393,425.78375244140625,236.39407348632812,0.5669835805892944,774.642333984375,102.99280548095703,0.0091540003195405,800.8497924804688,595.129150390625,0.9999146461486816,848.1441040039062,93.55215454101562,0.9917631149291992,693.981689453125,113.58483123779297,0.982110321521759,545.2182006835938,167.40853881835938,0.9514947533607483,775.626953125,99.88748931884766,0.9363685250282288,619.0123291015625,133.4554443359375,0.9992105960845947,480.5555419921875,200.8462371826172,0.35453030467033386
labeled-data,2_0,img0274.png,914.7993774414062,86.20304107666016,0.9966912269592285,425.8546447753906,235.4260711669922,0.6209427118301392,430.1308288574219,235.0234375,0.008416658267378807,800.9618530273438,594.6002807617188,0.9999164342880249,847.824462890625,92.9580078125,0.9922896027565002,694.1561889648438,112.43058776855469,0.9833425283432007,544.8648071289062,165.75076293945312,0.962344765663147,775.6871948242188,99.30743408203125,0.9557672739028931,619.2521362304688,132.37611389160156,0.9992899894714355,482.5286560058594,199.5870361328125,0.4318239092826843
